wavelength,"(877, 2902)","(845, 3248)","(815, 3120)","(851, 3113)","(822, 3072)","(851, 3182)","(790, 3304)","(842, 3010)","(860, 3073)","(842, 2948)"
775.248,0.816736,0.777203,0.758289,0.877562,1.03,1.13835,0.943819,0.870262,0.803491,1.03976
776.875,0.830987,0.766875,0.756022,0.902117,1.0156,1.15241,0.916641,0.881791,0.791942,1.06163
778.502,0.826769,0.766569,0.75403,0.899156,1.00112,1.13218,0.959614,0.86818,0.805911,1.07291
780.128,0.821828,0.777669,0.750856,0.91211,1.01764,1.13897,0.960707,0.88067,0.819112,1.06286
781.755,0.812981,0.780645,0.756977,0.904876,1.00938,1.12739,0.947796,0.882083,0.811356,1.07449
783.382,0.819657,0.773407,0.758707,0.900393,1.0098,1.12481,0.968535,0.879007,0.817408,1.0696
785.009,0.821463,0.783851,0.753667,0.899811,1.02064,1.13616,0.959376,0.893632,0.833367,1.08887
786.635,0.818362,0.799716,0.744344,0.896077,1.0184,1.13076,0.961472,0.881586,0.830634,1.09326
788.262,0.844703,0.796942,0.742435,0.906572,1.01479,1.15306,0.95418,0.888228,0.818984,1.08546
789.889,0.825097,0.785995,0.761958,0.893327,1.03253,1.14993,0.970543,0.876301,0.82934,1.08925
791.515,0.831589,0.795239,0.767351,0.896888,1.03791,1.14366,0.964224,0.903202,0.821858,1.07906
793.142,0.824845,0.792019,0.751944,0.913081,1.03071,1.13848,0.969969,0.909304,0.820589,1.09098
794.769,0.826388,0.782403,0.767116,0.902818,1.04821,1.14343,0.97274,0.895628,0.832714,1.08081
796.396,0.846562,0.806121,0.74762,0.905417,1.01689,1.15174,0.967984,0.909783,0.823614,1.08678
798.022,0.831816,0.794844,0.763287,0.910109,1.05977,1.1404,0.983685,0.911589,0.843826,1.10054
